file_id,rt,responses,trial_type,trial_index,time_elapsed,internal_node_id,view_history,stimulus,button_pressed,speakers,key_press
data_2025-04-08-14-43-25.921392_dz0sm0wss7,3974.699999988079,"{""Participant ID"":""009""}",survey-text,0,3986,0.0-0.0-0.0-0.0,NA,NA,NA,NA,NA
data_2025-04-08-14-43-25.921392_dz0sm0wss7,447658,NA,instructions,1,451641,0.0-0.0-1.0,"[{""page_index"":0,""viewing_time"":447657.89999997616}]",NA,NA,NA,NA
data_2025-04-08-14-43-25.921392_dz0sm0wss7,23822.100000023842,NA,instructions,2,475713,0.0-0.0-2.0,"[{""page_index"":0,""viewing_time"":23821.900000035763}]",NA,NA,NA,NA
data_2025-04-08-14-43-25.921392_dz0sm0wss7,2683.199999988079,NA,instructions,3,478648,0.0-0.0-3.0,"[{""page_index"":0,""viewing_time"":2683.100000023842}]",NA,NA,NA,NA
data_2025-04-08-14-43-25.921392_dz0sm0wss7,1765.7999999523163,NA,instructions,4,480665,0.0-0.0-4.0,"[{""page_index"":0,""viewing_time"":1765.699999988079}]",NA,NA,NA,NA
data_2025-04-08-14-43-25.921392_dz0sm0wss7,3965.400000035763,NA,instructions,5,484883,0.0-0.0-5.0,"[{""page_index"":0,""viewing_time"":3965.2000000476837}]",NA,NA,NA,NA
data_2025-04-08-14-43-25.921392_dz0sm0wss7,3333.800000011921,NA,instructions,6,488468,0.0-0.0-6.0,"[{""page_index"":0,""viewing_time"":3333.600000023842}]",NA,NA,NA,NA
data_2025-04-08-14-43-25.921392_dz0sm0wss7,1932.699999988079,NA,instructions,7,490652,0.0-0.0-7.0-0.0,"[{""page_index"":0,""viewing_time"":1932.6000000238419}]",NA,NA,NA,NA
data_2025-04-08-14-43-25.921392_dz0sm0wss7,null,NA,audio-button-response,8,492705,0.0-0.0-7.0-1.0,NA,resource/audio/arrow_US.mp3,null,NA,NA
data_2025-04-08-14-43-25.921392_dz0sm0wss7,null,NA,audio-button-response,9,495073,0.0-0.0-7.0-2.0,NA,resource/audio/arrow_TR.mp3,null,NA,NA
