file_id,rt,responses,trial_type,trial_index,time_elapsed,internal_node_id,view_history,stimulus,button_pressed,speakers,key_press
data_2025-04-11-14-31-20.814784_2unck5ncuc,7354,"{""Participant ID"":""023""}",survey-text,0,7368,0.0-0.0-0.0-0.0,NA,NA,NA,NA,NA
data_2025-04-11-14-31-20.814784_2unck5ncuc,1142789.6000000238,NA,instructions,1,1150156,0.0-0.0-1.0,"[{""page_index"":0,""viewing_time"":1142789.3000000715}]",NA,NA,NA,NA
data_2025-04-11-14-31-20.814784_2unck5ncuc,15335,NA,instructions,2,1165743,0.0-0.0-2.0,"[{""page_index"":0,""viewing_time"":15334.800000071526}]",NA,NA,NA,NA
data_2025-04-11-14-31-20.814784_2unck5ncuc,2816.2999999523163,NA,instructions,3,1168811,0.0-0.0-3.0,"[{""page_index"":0,""viewing_time"":2816.1999999284744}]",NA,NA,NA,NA
data_2025-04-11-14-31-20.814784_2unck5ncuc,4416.300000071526,NA,instructions,4,1173479,0.0-0.0-4.0,"[{""page_index"":0,""viewing_time"":4416.100000023842}]",NA,NA,NA,NA
data_2025-04-11-14-31-20.814784_2unck5ncuc,4350,NA,instructions,5,1178081,0.0-0.0-5.0,"[{""page_index"":0,""viewing_time"":4349.899999976158}]",NA,NA,NA,NA
data_2025-04-11-14-31-20.814784_2unck5ncuc,5100.299999952316,NA,instructions,6,1183433,0.0-0.0-6.0,"[{""page_index"":0,""viewing_time"":5100.100000023842}]",NA,NA,NA,NA
data_2025-04-11-14-31-20.814784_2unck5ncuc,1199.3999999761581,NA,instructions,7,1184883,0.0-0.0-7.0-0.0,"[{""page_index"":0,""viewing_time"":1199.1999999284744}]",NA,NA,NA,NA
data_2025-04-11-14-31-20.814784_2unck5ncuc,null,NA,audio-button-response,8,1186300,0.0-0.0-7.0-1.0,NA,resource/audio/critter_US.mp3,null,NA,NA
data_2025-04-11-14-31-20.814784_2unck5ncuc,null,NA,audio-button-response,9,1187538,0.0-0.0-7.0-2.0,NA,resource/audio/critter_TR.mp3,null,NA,NA
