file_id,rt,responses,trial_type,trial_index,time_elapsed,internal_node_id,view_history,stimulus,button_pressed,speakers,key_press
data_2025-04-09-14-32-36.261318_2unck5ncuc,16838.699999928474,"{""Participant ID"":""011""}",survey-text,0,16849,0.0-0.0-0.0-0.0,NA,NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,1456326.2999999523,NA,instructions,1,1473174,0.0-0.0-1.0,"[{""page_index"":0,""viewing_time"":1456325.6999999285}]",NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,11034.799999952316,NA,instructions,2,1484460,0.0-0.0-2.0,"[{""page_index"":0,""viewing_time"":11034.600000023842}]",NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,5533.600000023842,NA,instructions,3,1490245,0.0-0.0-3.0,"[{""page_index"":0,""viewing_time"":5533.399999976158}]",NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,1549.3999999761581,NA,instructions,4,1492046,0.0-0.0-4.0,"[{""page_index"":0,""viewing_time"":1549.2999999523163}]",NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,3065.9000000953674,NA,instructions,5,1495363,0.0-0.0-5.0,"[{""page_index"":0,""viewing_time"":3065.7000000476837}]",NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,1999.2999999523163,NA,instructions,6,1497614,0.0-0.0-6.0,"[{""page_index"":0,""viewing_time"":1999.1999999284744}]",NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,2582.100000023842,NA,instructions,7,1500448,0.0-0.0-7.0-0.0,"[{""page_index"":0,""viewing_time"":2582}]",NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,8,1501859,0.0-0.0-7.0-1.0,NA,resource/audio/critter_US.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,9,1503096,0.0-0.0-7.0-2.0,NA,resource/audio/critter_TR.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,10,1506403,0.0-0.0-7.0-3.0,NA,resource/audio/critter_NZ.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,1812.5,NA,audio-button-response,11,1508467,0.0-0.0-7.0-4.0,NA,resource/audio/blank.mp3,1,"critter_TR.mp3,critter_NZ.mp3",NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,1465.5,NA,instructions,12,1510184,0.0-0.0-7.0-5.0,"[{""page_index"":0,""viewing_time"":1465.3000000715256}]",NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,13,1512269,0.0-0.0-7.0-6.0,NA,resource/audio/scrapbook_US.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,14,1515235,0.0-0.0-7.0-7.0,NA,resource/audio/scrapbook_NZ.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,15,1517155,0.0-0.0-7.0-8.0,NA,resource/audio/scrapbook_TR.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,863.7999999523163,NA,audio-button-response,16,1518271,0.0-0.0-7.0-9.0,NA,resource/audio/blank.mp3,0,"scrapbook_NZ.mp3,scrapbook_TR.mp3",NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,1365.8999999761581,NA,instructions,17,1519888,0.0-0.0-7.0-10.0,"[{""page_index"":0,""viewing_time"":1365.7000000476837}]",NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,18,1521230,0.0-0.0-7.0-11.0,NA,resource/audio/zebra_US.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,19,1522552,0.0-0.0-7.0-12.0,NA,resource/audio/zebra_TR.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,20,1525646,0.0-0.0-7.0-13.0,NA,resource/audio/zebra_NZ.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,925.5,NA,audio-button-response,21,1526823,0.0-0.0-7.0-14.0,NA,resource/audio/blank.mp3,1,"zebra_TR.mp3,zebra_NZ.mp3",NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,1099.3000000715256,NA,instructions,22,1528174,0.0-0.0-7.0-15.0,"[{""page_index"":0,""viewing_time"":1099.2000000476837}]",NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,23,1529656,0.0-0.0-7.0-16.0,NA,resource/audio/telegraph_US.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,24,1532216,0.0-0.0-7.0-17.0,NA,resource/audio/telegraph_TR.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,25,1535459,0.0-0.0-7.0-18.0,NA,resource/audio/telegraph_NZ.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,598.3000000715256,NA,audio-button-response,26,1536310,0.0-0.0-7.0-19.0,NA,resource/audio/blank.mp3,1,"telegraph_TR.mp3,telegraph_NZ.mp3",NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,931.9000000953674,NA,instructions,27,1537493,0.0-0.0-7.0-20.0,"[{""page_index"":0,""viewing_time"":931.8000000715256}]",NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,28,1538637,0.0-0.0-7.0-21.0,NA,resource/audio/plaster_US.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,29,1540536,0.0-0.0-7.0-22.0,NA,resource/audio/plaster_TR.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,30,1545294,0.0-0.0-7.0-23.0,NA,resource/audio/plaster_NZ.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,517.6000000238419,NA,audio-button-response,31,1546063,0.0-0.0-7.0-24.0,NA,resource/audio/blank.mp3,1,"plaster_TR.mp3,plaster_NZ.mp3",NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,1081.6000000238419,NA,instructions,32,1547397,0.0-0.0-7.0-25.0,"[{""page_index"":0,""viewing_time"":1081.5}]",NA,NA,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,33,1549859,0.0-0.0-7.0-26.0,NA,resource/audio/aftershave_US.mp3,null,NA,NA
data_2025-04-09-14-32-36.261318_2unck5ncuc,null,NA,audio-button-response,34,1551907,0.0-0.0-7.0-27.0,NA,resource/audio/aftershave_TR.mp3,null,NA,NA
