file_id,rt,responses,trial_type,trial_index,time_elapsed,internal_node_id,view_history
data_2025-03-24-17-09-37_2j7wnjiyo5,2712.6999999955297,"{""Participant ID"":""test""}",survey-text,0,2721,0.0-0.0-0.0-0.0,NA
data_2025-03-24-17-09-37_2j7wnjiyo5,590.8000000044703,NA,instructions,1,3312,0.0-0.0-1.0,"[{""page_index"":0,""viewing_time"":590.7000000029802}]"
